FEATURES_DESC_006A,FACILITY_CARRIED_007,LAT_016,LONG_017,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,ADT_029,APPR_WIDTH_MT_032,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,CHANNEL_COND_061,CULVERT_COND_062,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,PERCENT_ADT_TRUCK_109,Culvert_Damage,SVCYR,ADT,Reconst,PTRUCK
'BENTLE BRANCH TRIBUTARY ','PLEASANT RUN RD   ',32361610,96562010,2003,6,6500,26.8,26.8,2.4,11,0,0,7,7,0,0,0,0,0,15,6500,0,0
'BENTLE BRANCH           ','PLEASANT RUN RD   ',32361571,96563652,1953,7,6000,21.9,15.2,2.4,11,0,0,7,6,0,0,2007,0,1,11,6000,1,0
'LITTLE CREEK            ','PARKERVILLE RD    ',32343135,96551532,1986,2,5350,7.3,7.3,3,9.4,0,0,6,7,0,0,0,0,0,32,5350,0,0
'STEWART BRANCH          ','S MAIN ST         ',32370299,96543037,1960,2,3200,7.3,7.3,3,6.7,0,0,6,6,0,0,0,0,1,58,3200,0,0
'LITTLE CREEK            ','DUNCANVILLE RD    ',32340247,96542941,1962,2,3170,7.6,8.5,3,6.7,0,0,6,6,0,0,0,0,1,56,3170,0,0
'LITTLE CREEK            ','BEAR CREEK RD     ',32333878,96534908,1963,2,1230,6.7,9.1,3,9.4,0,0,6,6,0,0,0,0,1,55,1230,0,0
'DRAW                    ','PARK RIDGE DR     ',32335009,97001824,1996,2,510,7.6,7.6,3,16.2,7.6,12.8,6,6,0,0,0,0,1,22,510,0,0
'RED OAK CREEK           ','S CEDAR HILL RD   ',32340300,96573395,1960,2,1050,7.3,11,3,6.4,0,0,5,7,0,0,0,0,0,58,1050,0,0
'BAGGETT BRANCH          ','LAKEVIEW DR       ',32345451,96593157,1986,4,600,13.4,6.7,3,16.2,0,0,5,6,0,0,0,0,1,32,600,0,0
'BAGGETT BRANCH          ','CHIESA RD         ',32542028,96315272,1940,2,4410,6.7,7.4,2.1,7.3,7.4,8.3,6,6,0,0,0,1,1,78,4410,0,1
'LAKE RAY HUBBARD BRANCH ','DALROCK ROAD      ',32555752,96312025,1950,2,3270,7.3,6.7,2.4,7.9,6.7,7.9,7,5,0,0,0,1,1,68,3270,0,1
'LAKE RAY HUBBARD BRANCH ','DALROCK ROAD      ',32563256,96312063,1952,2,1620,7.3,10.1,3,9.4,0,0,6,6,0,0,1972,1,1,46,1620,1,1
'LONG BRANCH             ','MILLER ROAD       ',32533748,96340820,1991,5,11920,14.6,10.5,3,16.5,0,0,7,7,0,0,2007,0,0,11,11920,1,0
'LONG BRANCH             ','ROWLETT ROAD      ',32534648,96341030,1962,6,17250,21.9,10.9,3.7,20.7,0,0,7,6,0,0,2012,2,1,6,17250,1,2
'LAKE RAY HUBBARD TRIB   ','SPINNAKER COVE    ',32555916,96312003,1986,2,330,11,10.9,3,7,10.9,18.6,6,6,0,0,0,1,1,32,330,0,1
'BAGGETT BRANCH          ','WOODSIDE RD       ',32542531,96314952,2008,2,1500,11,11,2.4,11.3,0,0,6,7,0,0,0,1,0,10,1500,0,1
'DRAINAGE                ','HICKOX RD         ',32560749,96334359,2015,4,500,6.7,7.2,3,6.7,0,0,7,7,0,0,0,1,0,3,500,0,1
'DRAINAGE                ','MERRITT RD        ',32564419,96341243,2013,4,200,14.6,7.3,2.4,11.9,0,0,8,7,0,0,0,1,0,5,200,0,1
'TRIB OF GRAPEVINE CREEK ','BETHEL ROAD       ',32571509,96593148,1989,4,1370,14,7,3,9.4,0,0,6,7,0,0,0,0,0,29,1370,0,0
'DRAINAGE DITCH          ','BELT LINE ROAD    ',32562379,96593624,1993,7,30000,20.7,28.7,1.8,8.8,0,0,7,7,1,0,2017,0,0,1,30000,1,0
'DRAINAGE DITCH          ','BELT LINE ROAD    ',32561991,96593626,1993,6,30000,20.7,10.4,3.7,11.6,0,0,6,6,1,0,0,0,1,25,30000,0,0
'TRIB OF GRAPEVINE CRK   ','BETHEL SCHOOL RD  ',32573568,96594368,1990,2,1000,11,11,3.7,7.6,11,14.9,5,6,0,0,0,0,1,28,1000,0,0
'GRAPEVINE CREEK TRIB    ','BETHEL RD         ',32571710,96595284,2007,2,1000,8.2,8.1,3,13.1,18.9,19.5,7,7,0,0,0,0,0,11,1000,0,0
'TRIB OF GRAPEVINE CR    ','SOUTH COPPELL RD  ',32572036,97002425,2016,2,4460,9.8,9.8,3,16.2,0,0,7,7,0,0,0,0,0,2,4460,0,0
'DRAW                    ','N COPPELL LN      ',32584976,97003977,2002,2,2000,11.3,11.2,3,19.8,0,0,7,7,0,0,0,0,0,16,2000,0,0
'PARKS OF COPPELL LAKE   ','FIRELIGHT WAY     ',32582950,96591983,1995,2,150,11,5.7,3,9.8,0,0,7,7,0,0,0,0,0,23,150,0,0
'DENTON CREEK TRIB       ','MAC ARTHUR BLVD   ',32584264,96575104,1985,4,1139,13.7,6.8,2.4,10.4,0,0,8,7,0,0,0,0,0,33,1139,0,0
'DRAINAGE CANAL          ','MAC ARTHUR BLVD   ',32582634,96573663,1985,4,11340,14,7.1,2.7,14.3,0,0,7,7,0,0,0,0,0,33,11340,0,0
'DRAINAGE DITCH          ','PARKWAY BLVD      ',32583617,96583294,1983,4,6747,13.4,6.7,2.4,10.4,0,0,6,7,0,0,0,0,0,35,6747,0,0
'DRAINAGE DITCH          ','PARKWAY BLVD      ',32584266,96590438,1983,2,6983,13.4,13.4,2.4,7.9,0,0,7,7,0,0,0,0,0,35,6983,0,0
'DRAINAGE DITCH          ','PARKWAY BLVD      ',32582959,96574880,1985,4,3112,13.4,13.4,2.7,11.6,0,0,7,7,0,0,0,0,0,33,3112,0,0
'DRAINAGE DITCH          ','ROYAL LANE        ',32571657,97011896,1998,5,5000,18.3,11,2.4,20.7,0,0,6,6,0,0,0,0,1,20,5000,0,0
'TRIB OF DENTON CREEK    ','VILLAGE PKWY      ',32583008,96572705,1986,2,972,10.7,10.8,3,6.7,0,0,8,7,0,0,0,0,0,32,972,0,0
'DRAW                    ','WESTMINSTER WAY   ',32585204,97003829,2002,2,200,8.2,8.2,3,10.1,0,0,7,7,0,0,0,0,0,16,200,0,0
'BEAR CREEK              ','UHL RD            ',32334658,96502297,1986,2,4450,9.8,12.2,3,16.2,12,12.6,6,6,0,0,0,0,1,32,4450,0,0
'BEAR CREEK TRIB         ','UHL RD            ',32335241,96502301,1989,2,4450,9.8,14.6,2.7,13.4,14.6,15,5,7,0,0,0,0,0,29,4450,0,0
'LITTLE CREEK TRIB       ','BEAR CREEK RD     ',32333904,96531083,1950,2,1230,10.1,8.9,3,6.4,8.9,10.7,7,7,0,0,2010,0,0,8,1230,1,0
'LITTLE CREEK TRIB       ','BEAR CREEK RD     ',32333896,96525030,1950,2,1230,10.4,8.6,2.1,6.7,8.6,10.4,7,6,0,0,2010,0,1,8,1230,1,0
'GRAVEYARD BRANCH DRAW   ','US 377            ',33074419,97105190,1942,2,8410,13.1,13.1,2.1,11.3,13.1,14.4,6,7,1,0,0,11,0,76,8410,0,11
'TRIB OF GRAVEYARD BRANCH','US 377            ',33084743,97101240,1942,2,8410,13.1,13.4,3,8.2,13.4,16.2,7,6,1,0,0,11,1,76,8410,0,11
'DRAW                    ','US 377            ',33094324,97093454,1942,2,31460,13.4,14,3,7.6,0,0,7,7,1,0,0,15,0,76,31460,0,15
'CLEAR CREEK RELIEF NO 1 ','FM 428            ',33170523,97052100,1986,2,1560,13.1,13.3,3,9.8,0,0,7,7,0,0,0,7,0,32,1560,0,7
'CLEAR CREEK RELIEF NO 2 ','FM 428            ',33171403,97051028,1986,2,1560,13.4,13.4,3,19.2,0,0,8,7,0,0,0,7,0,32,1560,0,7
'CLEAR CREEK RELIEF NO 3 ','FM 428            ',33171965,97050336,1992,2,1560,13.7,13.6,3,29.9,0,0,7,5,0,0,0,7,1,26,1560,0,7
'DRAW                    ','FM 428            ',33175279,97042172,1992,2,1560,13.4,14.4,3,10.4,14.4,26.2,7,6,0,0,0,7,1,26,1560,0,7
'CULP BRANCH             ','FM 428            ',33182598,97033463,1992,2,4530,14.6,14.9,3,19.8,0,0,7,7,0,0,0,7,0,26,4530,0,7
'DRAIN                   ','FM 428            ',33182553,97024978,1992,2,4530,14.6,14.6,3,19.8,0,0,6,7,0,0,0,7,0,26,4530,0,7
'AUBREY BRANCH           ','FM 428            ',33181634,97001656,1999,2,6500,14.6,14.6,2.7,10.1,0,0,5,6,0,0,0,0,1,19,6500,0,0
'RUNNING BRANCH          ','US 377            ',33172506,96590884,1962,3,10640,13.4,14.3,2.4,7.9,0,0,6,6,0,0,0,14,1,56,10640,0,14
'ALYNE BRANCH            ','US 377            ',33155442,96591304,1962,2,10640,13.4,14.3,3,11.3,0,0,6,7,0,0,0,14,0,56,10640,0,14
'DRAIN                   ','US 377            ',33240096,96563955,1963,2,7620,18.3,18.3,3,10.1,0,0,7,7,0,0,0,14,0,55,7620,0,14
'WILLIAMS BRANCH         ','US 377            ',33135403,97003616,1999,4,5000,21.9,21.9,1.8,8.8,0,0,7,7,0,0,0,12,0,19,5000,0,12
'PETERSONS DRAW          ','IH35W ML FR& SH114',33013877,97162164,1966,15,35440,83.2,12.2,3,11.9,0,0,7,7,1,0,2001,14,0,17,35440,1,14
'PAMELA BRANCH           ','IH 35W            ',32593705,97175504,1966,11,49440,55.2,15.7,2.1,11,0,0,7,7,1,0,1990,13,0,28,49440,1,13
'GOBLIN HOLLER           ','IH 35W            ',33081922,97120666,1969,4,40070,25.6,12.9,2.1,6.4,0,0,7,7,1,0,0,14,0,49,40070,0,14
'N GRAVEYARD BR          ','IH 35W            ',33080301,97121761,1969,6,40070,37.8,13,2.7,13.7,0,0,6,6,1,0,0,14,1,49,40070,0,14
'W GRAHAM BR             ','IH 35W            ',33064681,97130282,1969,4,40070,24.4,12.2,2.7,12.8,0,0,6,6,1,0,0,14,1,49,40070,0,14
'S FK W GRAHAM BR        ','IH 35W            ',33063660,97130826,1969,4,40070,25.3,12.2,2.4,7.3,0,0,6,6,1,0,0,14,1,49,40070,0,14
'GRAHAM BRANCH           ','IH 35W / FM 407   ',33060189,97133012,1969,9,40070,44.2,12.2,1.8,6.7,0,0,7,7,1,0,2013,14,0,5,40070,1,14
'DRAIN                   ','IH 35E & IH 35W   ',33130706,97101257,1970,12,43890,75.9,14.9,2.1,8.8,0,0,6,6,1,0,0,7,1,48,43890,0,7
'DRAW                    ','IH35W             ',32595011,97174232,1991,11,49440,57.9,12.2,2.4,12.8,0,0,6,6,1,0,0,13,1,27,49440,0,13
'NORTH PECAN CREEK       ','US 380            ',33134644,97090385,1937,6,24450,12.8,9.4,1.8,11.9,15.9,39.6,7,6,1,0,1967,8,1,51,24450,1,8
'DRAW                    ','US 380            ',33134878,97103416,1971,4,21240,23.2,23.2,2.1,7.3,0,0,5,6,1,0,2011,17,1,7,21240,1,17
'BURNS BRANCH            ','US 380            ',33144425,97231729,2013,4,10850,26.8,15.2,3,7.9,0,0,7,7,1,0,0,10,0,5,10850,0,10
'DRAW                    ','US 380            ',33143762,97223157,2014,4,10850,26.8,15.4,3,12.5,0,0,7,7,1,0,0,10,0,4,10850,0,10
'DRAW                    ','US 380            ',33142601,97210719,2015,4,14500,23.2,43.9,3,9.8,0,0,7,7,1,0,0,12,0,3,14500,0,12
'Draw                    ','US 380            ',33135078,97112739,2015,6,19500,38.1,38.1,3,23.2,0,0,7,8,1,0,0,10,0,3,19500,0,10
'Draw                    ','US 380            ',33135189,97115602,2015,4,19500,38.1,26.8,3,23.2,0,0,7,7,1,0,0,11,0,3,19500,0,11
'PECAN CREEK             ','US 380            ',33134551,97085602,2015,3,23000,24.7,12.2,2.4,18.9,0,0,7,7,1,0,0,15,0,3,23000,0,15
'COOPER CREEK            ','US 377/380        ',33135951,97051696,1999,7,34050,33.8,19.2,3,37.5,0,0,6,6,1,0,0,9,1,19,34050,0,9
'DRAIN                   ','US 377/380        ',33140424,97043989,1999,7,34050,28,28,2.4,14.6,0,0,7,7,1,0,0,9,0,19,34050,0,9
'TIMBER BRANCH           ','US 377/380        ',33141004,97035540,1999,7,34050,28,28,2.4,18,0,0,7,7,1,0,0,9,0,19,34050,0,9
'THOMPSON CREEK          ','US 377/380        ',33141554,97031048,1999,7,30910,28,28,2.7,6.4,0,0,7,7,1,0,0,7,0,19,30910,0,7
'WILLIAMS BRANCH         ','US 380            ',33135801,97003436,1999,6,33920,31.4,31.4,1.8,8.8,0,0,7,7,1,0,0,6,0,19,33920,0,6
'DRAW                    ','US 377/380        ',33135264,97072352,2006,6,20950,23.8,12.2,2.1,9.1,23.8,32.9,7,7,1,0,0,9,0,12,20950,0,9
'CANTRELL SLOUGH         ','US 380            ',33132744,96584645,2004,5,28510,25.6,25.6,3,22.9,0,0,5,7,1,0,0,8,0,14,28510,0,8
'JONES BRANCH            ','US 380            ',33131045,96542274,2004,5,33920,25.6,25.6,3,15.2,0,0,6,7,1,0,0,6,0,14,33920,0,6
'SIMPSON BRANCH          ','US 380            ',33130999,96540642,2004,5,33920,25.6,25.6,2.1,11.9,0,0,7,7,1,0,0,6,0,14,33920,0,6
'DRAIN                   ','IH 35 NBFR        ',33155453,97103888,1956,2,380,9.1,8.7,1.8,11.3,0,0,7,7,0,0,0,17,0,62,380,0,17
'DRAIN                   ','IH 35 ML          ',33155453,97104070,1956,4,54860,29,14.5,1.8,11.3,0,0,7,6,1,0,0,16,1,62,54860,0,16
'DRAIN                   ','IH 35 SBFR        ',33155449,97104262,1956,2,320,9.1,9.4,1.8,11.3,0,0,6,6,0,0,0,18,1,62,320,0,18
'TRIETSCH BRANCH         ','IH 35             ',33180949,97103977,1958,9,53620,45.4,11.7,1.8,12.5,0,0,6,6,1,0,1988,26,1,30,53620,1,26
'MILAM CREEK             ','IH 35             ',33164956,97104107,1958,9,54860,38.1,11.7,2.4,21.6,0,0,7,6,1,0,1988,16,1,30,54860,1,16
'POND CREEK              ','IH 35 SBFR        ',33250531,97103440,1958,2,100,8.5,8.2,2.7,16.2,0,0,6,6,0,0,0,19,1,60,100,0,19
'CRAGER CREEK            ','IH 35 SBFR        ',33232323,97103524,1958,2,400,7.3,7.3,2.7,10.1,7.3,12.4,6,6,0,0,0,16,1,60,400,0,16
'CRAGER CREEK            ','IH 35 ML          ',33232366,97103681,1958,6,46380,23.5,20.6,2.7,10.4,0,0,7,6,1,0,0,15,1,60,46380,0,15
'CRAGER CREEK            ','IH 35 NBFR        ',33232454,97103775,1958,1,580,7.3,7.3,2.7,10.4,7.3,11.1,7,6,0,0,0,26,1,60,580,0,26
'POND CREEK              ','IH 35 EFR         ',33250690,97103098,1958,2,110,7.3,7.3,2.7,17.1,0,0,7,7,0,0,0,18,0,60,110,0,18
'POND CREEK              ','IH 35 ML          ',33250665,97103174,1958,4,45860,23.5,11.7,2.7,16.8,0,0,6,6,1,0,0,17,1,60,45860,0,17
'DRAIN                   ','IH 35E            ',33123158,97093785,1956,11,80760,54.9,11.6,1.8,9.8,0,0,5,6,0,0,1970,10,1,48,80760,1,10
'JUDY CREEK              ','US 77 SB (ELM ST) ',33131731,97080059,1940,2,13650,11.6,11.6,2.4,7.9,11.6,17.9,6,6,0,0,0,17,1,78,13650,0,17
'JUDY CREEK              ','US 77 NB (LOCUST) ',33131487,97075589,1922,2,13590,9.1,9.1,3.7,7.9,9.1,23.4,6,6,0,0,0,26,1,96,13590,0,26
'PECAN CREEK             ','US 77(ELM/LOCUST) ',33130389,97075608,1922,5,13650,25,15.7,3,9.1,0,0,6,6,0,0,1976,17,1,42,13650,1,17
'DRAIN                   ','IH 35E            ',33080428,97023825,1940,12,116460,60.4,25,3,14.9,0,0,6,6,1,0,1990,10,1,28,116460,1,10
'DRAIN                   ','US 77 (DALLAS DR) ',33115648,97072589,1994,4,19150,26.2,26.2,2.1,7.9,26.2,38.4,7,7,0,0,0,15,0,24,19150,0,15
'DRAIN                   ','IH 35E            ',33034199,97004917,1953,10,127590,55.5,19.1,2.7,10.1,0,0,6,7,1,0,1980,8,0,38,127590,1,8
'PRAIRIE CREEK           ','IH 35E            ',33031054,97003793,1953,12,127590,55.5,17.6,2.4,10.7,0,0,6,6,1,0,1975,8,1,43,127590,1,8
'DRAIN                   ','FM 1171           ',33024631,96591201,2002,4,13300,17.7,8.7,1.8,9.1,17,135.3,7,7,0,0,0,9,0,16,13300,0,9
'DRAIN                   ','SH 114            ',33005614,97141519,1998,4,35170,21.9,11,2.7,6.1,0,0,7,7,1,0,0,7,0,20,35170,0,7
'WEST SLOUGH             ','SH 114 WB         ',33012345,97151571,1999,2,17580,11,11,2.4,7.9,0,0,5,7,1,0,0,7,0,19,17580,0,7
'DRAW                    ','SH 114            ',32593032,97111610,1994,11,71490,60.7,14,2.4,19.2,0,0,6,6,1,0,0,8,1,24,71490,0,8
'DRAW                    ','SH 121 BUS        ',33023855,96583631,1948,6,38650,26.2,15.5,1.5,6.7,0,0,6,7,1,0,1991,7,0,27,38650,1,7
'DRAW                    ','SH 121 BUS        ',33023895,96583303,1948,4,23000,21.3,10.7,1.5,7,21.3,38.1,7,7,1,0,1991,8,0,27,23000,1,8
'DRAW                    ','SH 121 BUS        ',33022926,96590296,1968,7,38650,24.4,14.8,3,13.1,26.4,38.1,6,6,1,0,1991,7,1,27,38650,1,7
'DRAW                    ','SH 121 BUS        ',33025212,96563952,1994,4,31000,21.3,11.5,1.5,14,0,0,5,7,1,0,0,7,0,24,31000,0,7
'DRAIN                   ','SH 121            ',33031346,96545762,1994,12,31000,66.8,21.3,1.5,19.2,0,0,7,7,1,0,1997,7,0,21,31000,1,7
'DRAIN                   ','SH 121            ',33034974,96533050,2006,14,41600,65.8,20.7,2.1,6.7,0,0,8,7,1,0,0,7,0,12,41600,0,7
'DRAIN                   ','SH 121            ',33040499,96525735,2006,14,76750,51.2,17.7,2.4,10.4,0,0,8,7,1,0,0,6,0,12,76750,0,6
'DRAIN                   ','SH 121            ',33041521,96523522,2006,16,76750,73.2,20.7,2.4,10.4,0,0,8,7,1,0,0,6,0,12,76750,0,6
'DRAIN                   ','SH 121            ',33042391,96521703,2007,13,76750,75.6,17.7,3,9.8,0,0,7,7,1,0,0,6,0,11,76750,0,6
'INDIAN CREEK            ','FM 544 (PARKER RD)',33024580,96533511,1951,2,8370,12.2,12.2,3,6.4,0,0,5,5,0,0,1982,2,1,36,8370,1,2
'FLAT DRAW               ','FM 156            ',33143597,97144255,1947,2,3700,13.4,7.6,1.8,10.4,0,0,7,6,0,0,2015,7,1,3,3700,1,7
'CADDELLS BR             ','FM 156            ',33160691,97135940,1951,2,1750,13.4,13.4,1.8,11,0,0,7,7,0,0,2011,6,0,7,1750,1,6
'POTEET BRANCH           ','FM 156            ',33120268,97163440,1956,2,3670,12.2,12.1,3,7.3,12.1,14.6,6,7,0,0,0,7,0,62,3670,0,7
'DRAIN                   ','FM 156            ',33121853,97161761,1959,2,3670,13.1,13.2,3,7.3,13.2,16.5,7,6,0,0,0,7,1,59,3670,0,7
'DRAIN                   ','FM 156            ',33053816,97173922,1959,2,5290,13.4,25,3,6.7,25,25.4,6,6,0,0,1969,7,1,49,5290,1,7
'DRAIN                   ','FM 156            ',33032277,97180120,1994,2,9520,13.4,13.7,3,20.1,0,0,7,7,0,0,0,5,0,24,9520,0,5
'HARRIET CREEK           ','FM 156            ',33013902,97183593,2002,2,8400,23.5,23.5,7.3,31.7,23.5,24.4,7,7,0,0,0,7,0,16,8400,0,7
'CHANNEL 109             ','FM 156            ',32593666,97203367,2010,2,8400,13.4,13.4,2.4,15.2,0,0,7,7,0,0,0,7,0,8,8400,0,7
'CHANNEL 126             ','FM 156            ',32595267,97203358,2010,2,8400,13.4,13.4,2.1,12.2,0,0,8,7,0,0,0,7,0,8,8400,0,7
'CHANNEL 155             ','FM 156            ',33002064,97203222,2010,2,8400,13.4,13.4,3,23.2,0,0,7,7,0,0,0,7,0,8,8400,0,7
'CHANNEL 170             ','FM 156            ',33003533,97202493,2010,2,8400,13.4,13.4,2.1,9.1,0,0,8,7,0,0,0,7,0,8,8400,0,7
'CHANNEL 189             ','FM 156            ',33004945,97201074,2010,2,8400,13.4,13.4,3,23.5,0,0,8,7,0,0,0,7,0,8,8400,0,7
'CHANNEL 265             ','FM 156            ',33010932,97184997,2010,2,8400,13.4,13.4,2.4,18.9,0,0,8,7,0,0,0,7,0,8,8400,0,7
'HOLLANDS BRANCH         ','FM 156            ',33173193,97124938,2011,2,1750,13.4,13.4,3,22.3,13.4,15.2,7,7,0,0,0,6,0,7,1750,0,6
'DEAN CR                 ','FM 455            ',33220009,97101288,2007,2,4690,7.6,21.3,3,13.1,21.3,21.9,6,7,0,0,0,6,0,11,4690,0,6
'DRAW                    ','FM 455            ',33212801,97170036,1951,2,1250,8.5,8.8,1.8,11.6,0,0,8,7,0,0,2016,10,0,2,1250,1,10
'COOPERS CREEK           ','FM 455            ',33222023,97091677,1956,2,4690,8.5,9.1,3,6.4,9.1,14.4,7,7,0,0,1999,6,0,19,4690,1,6
'N HICKORY CREEK         ','FM 455            ',33210121,97224280,1999,2,1500,9.8,9.1,2.4,14.6,0,0,7,7,0,0,0,10,0,19,1500,0,10
'MUSTANG CREEK RELIEF    ','FM 455            ',33231308,96522980,1948,2,1010,7.9,7.7,1.8,10.1,0,0,6,5,0,0,1962,6,1,56,1010,1,6
'DRAW                    ','FM 428            ',33175882,96565806,1966,2,4040,7.6,7.6,2.7,8.8,0,0,6,7,0,0,0,7,0,52,4040,0,7
'DRAW                    ','FM 428            ',33175024,96551536,1966,2,1100,6.1,6.1,3,6.4,0,0,6,7,0,0,0,7,0,52,1100,0,7
'TRIB OF N HICKORY CREEK ','FM 1173           ',33201815,97202691,1935,2,640,7.3,7.6,3,10.4,7.6,7.8,7,6,0,0,0,6,1,83,640,0,6
'DRAW                    ','FM 1173           ',33153588,97140213,1957,2,7900,9.8,9.8,1.8,9.8,9.8,11.4,6,6,0,0,0,14,1,61,7900,0,14
'DRAW                    ','FM 1173           ',33155355,97144880,1959,2,5380,9.1,8.9,3,6.7,8.9,11.4,7,7,0,0,0,6,0,59,5380,0,6
'DENTON CREEK SLOUGH     ','FM 407            ',33051904,97164400,1951,2,4450,7.6,8.1,1.8,11.3,8.1,8.5,6,7,0,0,0,11,0,67,4450,0,11
'DRAIN                   ','FM 407            ',33060454,97152149,1994,2,4500,13.4,21.3,3,14.6,21.3,32.8,7,7,0,0,2009,11,0,9,4500,1,11
'W GRAHAM BRANCH         ','FM 407            ',33060176,97130932,2000,2,5070,14,14.3,3,19.2,14.3,20.7,7,7,0,0,0,10,0,18,5070,0,10
'FINCHER BRANCH          ','FM 407            ',33060431,97095634,2001,2,5280,14,14.5,2.1,14.3,14.5,24.2,7,7,0,0,0,11,0,17,5280,0,11
'LOVING SPRING BRANCH    ','FM 407            ',33062400,97082299,2001,2,3900,13.7,13.7,3,19.8,13.7,23.5,6,6,0,0,0,11,1,17,3900,0,11
'DRAW                    ','FM 1171           ',33031611,97120809,1976,2,7000,9.1,13.4,2.1,9.1,13.4,20,7,7,1,0,0,13,0,42,7000,0,13
'LONG BRANCH             ','FM 1385           ',33164026,96533438,1955,2,9300,7.3,7.3,3,6.4,0,0,7,6,0,0,0,4,1,63,9300,0,4
'DRAW                    ','FM 423            ',33110282,96531467,2015,7,14300,27.4,29.3,2.7,11.9,0,0,6,7,1,0,0,11,0,3,14300,0,11
'HACKBERRY CREEK         ','FM 423            ',33082044,96532693,1955,6,25900,23.8,11.8,3,14.3,0,0,6,7,1,0,2012,7,0,6,25900,1,7
'OFFICE BRANCH           ','FM 423            ',33041798,96533296,1985,4,41740,14.6,17.7,2.4,7.9,0,0,5,5,1,0,0,23,1,33,41740,0,23
'SOUTH COTTONWOOD BRANCH ','FM 423            ',33093043,96532719,2005,6,27140,23.5,11.7,2.7,11.9,0,0,7,6,1,0,2011,7,1,7,27140,1,7
'DRAW                    ','FM 423            ',33072194,96532983,2012,6,25900,23.5,11.8,1.8,11.6,0,0,7,7,1,0,0,7,0,6,25900,0,7
'DRAIN                   ','FM 423            ',33084722,96532830,2012,6,25900,28,15.7,1.5,7.3,0,0,6,8,1,0,0,7,0,6,25900,0,7
'CURRY BRANCH            ','FM 407            ',33051606,97205631,1953,2,3810,7.6,7.5,2.4,7.9,7.5,8.3,6,7,0,0,0,12,0,65,3810,0,12
'LOVING SPRING BRANCH    ','FM 407            ',33052002,97075247,2014,4,10700,16.5,8.2,3,28,16.5,28,7,7,0,0,0,17,0,4,10700,0,17
'DRAIN                   ','FM 407 (JUSTIN RD)',33041704,97024447,2001,5,10000,18.9,11,2.1,9.8,18.9,26.2,6,7,0,0,0,8,0,17,10000,0,8
'CORBIN BRANCH           ','FM 1515           ',33121532,97101696,1954,2,12500,9.1,8.6,1.8,10.1,8.6,10.2,5,6,0,0,0,14,1,64,12500,0,14
'COOPER CREEK            ','FM 2164           ',33145709,97075459,1955,2,5820,8.5,8.5,2.1,9.1,0,0,6,5,0,0,0,14,1,63,5820,0,14
'MADDOX BRANCH           ','GRIBBLE SPRINGS RD',33185372,97073265,1960,2,3880,6.4,6.2,3,6.4,0,0,5,6,0,0,0,19,1,58,3880,0,19
'BRYANTS BRANCH          ','FM 2181           ',33075569,97054919,2015,2,15900,9.8,9.1,2.7,16.2,9.1,36,7,7,0,0,0,5,0,3,15900,0,5
'DRAIN                   ','FM 2281           ',33024060,96550746,1999,6,8380,23.2,11.6,2.4,12.8,0,0,7,7,1,0,2007,4,0,11,8380,1,4
'DRAW                    ','FM 2153           ',33203739,97035185,1957,2,1670,6.7,6.7,2.1,7,6.7,10.2,7,6,0,0,0,6,1,61,1670,0,6
'KLUCK BRANCH            ','LP 288            ',33135318,97052357,1987,6,31110,37.8,11.7,3,7.3,0,0,6,7,1,0,0,17,0,31,31110,0,17
'DRAIN                   ','LP 288            ',33150841,97060073,1987,4,20400,23.2,11.6,2.1,12.8,0,0,6,7,1,0,0,20,0,31,20400,0,20
'DRAIN                   ','LP 288            ',33144814,97053516,1987,4,20400,23.2,11.7,2.1,7,0,0,6,7,1,0,0,20,0,31,20400,0,20
'DRAIN                   ','LP 288            ',33152889,97093969,1992,5,15470,31.7,17.7,2.1,12.8,0,0,7,7,1,0,0,20,0,26,15470,0,20
'DENTON CREEK RELIEF     ','FM 2449           ',33102662,97205930,1969,2,130,6.1,8.5,2.4,7.6,8.5,12.6,6,7,0,0,0,42,0,49,130,0,42
'DRAIN                   ','FM 2449           ',33104700,97172644,1986,2,2090,8.5,9.8,2.1,7,9.8,10.4,6,7,0,0,0,31,0,32,2090,0,31
'DRAW                    ','FM 2450           ',33223240,97151055,1959,2,1410,6.7,6.7,2.7,11.6,6.7,12,7,7,0,0,0,6,0,59,1410,0,6
'HAWKINS CREEK           ','FM 2622           ',33135961,97211357,1962,2,710,7.6,7.9,3,18.6,7.9,14.4,6,5,0,0,0,37,1,56,710,0,37
'DRAIN                   ','FM 2499           ',33010865,97041391,1996,6,6000,24.4,12.2,2.4,8.5,0,0,6,6,1,0,0,8,1,22,6000,0,8
'DONALD BRANCH           ','FM 2499           ',33012184,97041542,1996,6,41610,24.4,12.2,2.1,11.6,0,0,6,7,1,0,0,2,0,22,41610,0,2
'DRAIN                   ','FM 2499           ',33013899,97041420,1996,6,6000,24.4,12.2,2.1,11.3,0,0,6,7,1,0,0,8,0,22,6000,0,8
'DRAW                    ','FM 2499           ',33033854,97043190,1997,6,24120,24.4,12.2,2.4,32,0,0,7,7,1,0,2008,5,0,10,24120,1,5
