FEATURES_DESC_006A,FACILITY_CARRIED_007,LAT_016,LONG_017,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,ADT_029,APPR_WIDTH_MT_032,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,CHANNEL_COND_061,CULVERT_COND_062,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,PERCENT_ADT_TRUCK_109,Culvert_Damage,SVCYR,ADT,Reconst,PTRUCK
'LOY CREEK               ','SPUR 503          ',33431502,96342283,1984,10,10300,48.8,11.6,3,15.9,0,0,6,6,1,0,0,10,1,34,10300,0,10
'WATERLOO CREEK          ','SPUR 503          ',33431368,96334628,1984,7,10300,44.5,11.6,2.1,16.8,0,0,5,6,1,0,0,10,1,34,10300,0,10
'WATERLOO CREEK          ','SP 503 N FR       ',33432111,96334652,1984,2,5800,8.5,13.4,3,11.3,0,0,5,7,0,0,0,6,0,34,5800,0,6
'DRAW                    ','US 377            ',33385452,96534025,1966,2,5510,13.4,13.4,2.1,7,0,0,6,7,0,0,0,13,0,52,5510,0,13
'DRAW                    ','US 377            ',33361569,96543008,1966,2,5030,13.4,13.9,3,7.6,13.9,19,6,7,0,0,0,16,0,52,5030,0,16
'DRAW                    ','US 377            ',33273367,96551120,1968,2,7820,13.4,13.4,2.1,7.3,0,0,6,7,0,0,0,16,0,50,7820,0,16
'DRAW                    ','BUS 377 B         ',33360967,96543974,1930,2,2160,8.5,8.3,1.5,7.9,8.3,9.4,6,6,0,0,0,3,1,88,2160,0,3
'WALNUT CREEK            ','US 377            ',33490557,96513303,1960,2,3710,13.4,13.4,2.7,10.4,0,0,4,6,0,0,0,16,1,58,3710,0,16
'DRAW                    ','US 377            ',33400180,96540519,1966,2,6910,13.4,13.4,2.4,7.6,0,0,6,6,0,0,0,16,1,52,6910,0,16
'DRAW                    ','SH 289            ',33252689,96452028,1939,2,4960,13.4,13.4,2.4,8.2,0,0,7,7,1,0,1999,12,0,19,4960,1,12
'DRAW                    ','SH 289            ',33414369,96410625,2010,2,5400,14.6,14.6,2.1,9.4,0,0,6,7,0,0,0,4,0,8,5400,0,4
'DRAW                    ','SH 289            ',33420353,96410078,2010,2,5400,14.6,14.6,2.7,12.5,0,0,7,7,0,0,0,4,0,8,5400,0,4
'DRAW                    ','SH 289            ',33431319,96405981,2010,2,5400,14.6,14.6,1.8,7.6,0,0,7,7,0,0,0,4,0,8,5400,0,4
'DRAW                    ','SH 289            ',33472581,96403937,1956,2,5200,7.3,7.3,2.1,7,0,0,6,7,0,0,1982,4,0,36,5200,1,4
'MILL CREEK              ','FM 697            ',33331906,96272297,1991,2,270,7.9,9,3,19.8,9,9.8,6,7,0,0,0,0,0,27,270,0,0
'KING CREEK              ','FM 697            ',33323083,96263256,1991,2,270,7.9,10.3,5.8,7.3,10.3,11,7,7,0,0,0,0,0,27,270,0,0
'BOIS D'ARC CRK          ','FM 697            ',33314614,96251420,1991,2,360,7.9,10.3,5.8,6.7,10.3,11,7,7,0,0,0,10,0,27,360,0,10
'SHAWNEE CRK             ','FM 84             ',33472703,96362614,1930,2,4490,9.1,10.4,3,6.7,0,0,6,7,0,0,1960,15,0,58,4490,1,15
'LITTLE SHAWNEE CRK      ','FM 84             ',33470300,96353764,1930,2,4490,9.1,10.3,3,13.4,0,0,7,7,0,0,1960,15,0,58,4490,1,15
'DRAW                    ','FM 84             ',33463083,96330968,1970,2,1200,13.4,13.4,2.4,7.6,0,0,6,6,0,0,0,0,1,48,1200,0,0
'DRAW                    ','FM 84             ',33464110,96323017,1970,2,1200,13.4,13.4,2.1,6.7,0,0,5,6,0,0,0,0,1,48,1200,0,0
'DUCK CREEK              ','FM 84             ',33465633,96320069,1962,2,1200,13.4,13.4,2.4,10.7,0,0,6,6,0,0,1970,0,1,48,1200,1,0
'CLEVELAND BRANCH        ','FM 1753           ',33415801,96252156,1958,2,1030,8.8,8.8,2.4,7.9,0,0,6,6,0,0,1975,10,1,43,1030,1,10
'CHOCTAW CRK RELIEF      ','US 69             ',33410256,96281539,1934,2,3260,13.4,13.7,1.8,8.2,0,0,7,7,1,0,1965,11,0,53,3260,1,11
'DRAIN                   ','US 69             ',33400632,96273185,1935,2,3260,14,14.9,1.8,8.2,0,0,6,6,1,0,1965,11,1,53,3260,1,11
'CORNELIASON CREEK BRANCH','US 69             ',33365358,96243612,1936,2,8290,13.4,14.1,1.8,17.4,0,16.3,6,6,0,0,1965,12,1,53,8290,1,12
'IRON ORE CRK RELIEF     ','US 69             ',33420754,96292960,1934,2,3970,13.4,13.7,1.8,8.2,0,0,8,7,1,0,1965,12,0,53,3970,1,12
'CHOCTAW CRK RELIEF      ','US 69             ',33405758,96281263,1935,2,3260,13.4,13.5,1.8,16.5,0,0,7,6,1,0,1965,11,1,53,3260,1,11
'DRAIN                   ','US 69             ',33313797,96241287,1930,2,5360,12.8,13.5,3,6.7,13.5,15.2,6,6,0,0,1967,12,1,51,5360,1,12
'BOIS D'ARC CRK          ','US 69             ',33311093,96240984,1930,2,6110,12.8,13.7,3,10.4,0,0,6,7,0,0,1967,12,0,51,6110,1,12
'SPRING CREEK            ','FM 902            ',33333768,96522454,1954,2,1680,6.7,6.7,2.7,9.1,6.7,15.6,6,7,0,0,2017,8,0,1,1680,1,8
'DRAIN                   ','FM 902            ',33333625,96514578,1954,2,1680,9.1,9.1,2.4,7.6,9.1,18.1,7,7,0,0,2017,8,0,1,1680,1,8
'HOG CREEK               ','FM 902            ',33333502,96511256,1954,2,610,6.7,9.1,2.7,9.4,9.1,13.2,7,7,0,0,0,14,0,64,610,0,14
'BOIS D'ARC CREEK REL    ','FM 898            ',33312308,96230937,1988,2,1210,7.3,8.7,2.1,7,0,0,5,6,0,0,0,10,1,30,1210,0,10
'HONEY RUN CREEK         ','FM 691            ',33422167,96350285,1942,5,4990,24.4,14.1,2.7,9.1,0,0,6,7,0,0,2010,15,0,8,4990,1,15
'DRAIN                   ','FM 120            ',33454585,96393421,1984,4,7190,20.1,14.3,2.7,8.8,0,0,7,7,0,0,0,7,0,34,7190,0,7
'CORNELIASON CREEK       ','FM 1897           ',33371071,96243788,1954,2,2500,9.1,9.1,3,7,0,0,5,7,0,0,2002,0,0,16,2500,1,0
'DRAW                    ','FM 121            ',33273259,96502222,1954,2,870,7.3,7.8,2.4,7.6,7.8,11.4,7,6,0,0,0,14,1,64,870,0,14
'CONNER CREEK            ','FM 121            ',33262148,96244869,1954,2,770,7.9,9.3,3,7,0,0,6,5,0,0,0,0,1,64,770,0,0
'DRAW                    ','FM 901            ',33432062,96505839,1956,2,700,7.3,9,3,6.7,0,0,6,6,0,0,0,14,1,62,700,0,14
'CEDAR CREEK             ','SH 11             ',33330398,96312686,1959,2,5030,13.4,13.4,2.7,10.4,0,0,6,7,0,0,1970,11,0,48,5030,1,11
'CALF CREEK              ','FM 1417           ',33382873,96335755,1976,2,3200,13.4,13.4,2.4,6.7,0,0,6,6,0,0,0,10,1,42,3200,0,10
'POST OAK CRK            ','FM 1417           ',33394442,96383310,1963,2,11810,13.4,13.7,2.7,9.1,0,0,6,6,0,0,0,15,1,55,11810,0,15
'SQUIRREL CREEK          ','HALL CEMETERY RD  ',33294195,96392865,1999,2,200,4.9,5.5,2.7,6.1,0,0,7,6,0,0,0,0,1,19,200,0,0
'HURRICANE CREEK TRIB    ','COUNTY LINE RD    ',33240089,96350282,1987,2,80,7.3,7.3,3,7,7.3,8.1,7,7,0,0,0,0,0,31,80,0,0
'DRAW                    ','BUCK CREEK DR     ',33272177,96533483,1985,2,150,6.7,8.4,3,10.1,0,0,8,7,0,0,0,0,0,33,150,0,0
'DRAW                    ','ENTERPRISE RD     ',33441843,96415997,2001,2,30,5.5,7.4,3,9.4,7.4,8.2,6,6,0,0,0,0,1,17,30,0,0
'LITTLE MINERAL CREEK    ','REEVES RD         ',33471543,96400825,1993,2,140,7.3,8.4,3,13.4,8.4,9.1,5,7,0,0,0,0,0,25,140,0,0
'DRAW                    ','SHEPPARD RD       ',33331122,96371806,2004,1,100,4.3,4.9,3,6.4,4.9,6.1,6,7,0,0,0,5,0,14,100,0,5
'LOY CREEK               ','POLARIS DRIVE     ',33433652,96351164,1965,1,250,5.2,5.2,2.1,7,0,0,6,6,0,0,0,0,1,53,250,0,0
'LOY CREEK               ','CATHEY DR         ',33442250,96360873,1993,2,60,5.5,8.4,3,9.4,8.4,9.2,6,7,0,0,0,0,0,25,60,0,0
'DRAW                    ','CENTENNIAL ST     ',33372828,96360248,1952,2,540,8.5,9,3,6.4,9,11.4,6,7,0,0,0,0,0,66,540,0,0
'DRAW                    ','W MCFARLAND ST    ',33364925,96243681,1936,2,450,6.1,7.3,1.8,12.2,7.3,8.2,6,6,0,0,0,0,1,82,450,0,0
'RILEY CREEK             ','IH 30             ',33071431,95413632,1925,8,28150,36.6,11.6,3,6.7,0,0,7,6,1,0,1985,38,1,33,28150,1,38
'LINDLEY CREEK           ','IH 30             ',33071574,95403113,1925,8,28150,36.6,11.6,3,6.7,0,0,7,6,1,0,1985,38,1,33,28150,1,38
'ELM CREEK               ','IH 30             ',33075173,95485382,1950,8,26470,39,11.6,2.7,8.8,0,0,6,6,1,0,1967,31,1,51,26470,1,31
'BRASHEAR CREEK          ','BUS 67            ',33075771,95382619,1925,2,2650,7.3,8.2,3,6.7,8.2,9.1,6,6,0,0,1940,9,1,78,2650,1,9
'LAKE COLEMAN DRAIN      ','BUS 67            ',33075871,95370744,1925,2,6060,7.3,8.2,2.4,10.7,8.2,9.1,7,6,0,0,1950,2,1,68,6060,1,2
'CANEY CREEK             ','IH 30 S FR        ',33085894,95263118,1962,2,190,7.3,11.6,3,10.1,11.6,12,7,6,0,0,0,33,1,56,190,0,33
'CANEY CREEK BRANCH      ','IH 30 S FR        ',33085996,95262797,1962,2,190,7.3,11.6,3,7,11.6,12,8,6,0,0,0,33,1,56,190,0,33
'ROCK CREEK RELIEF #1    ','IH 30 ML & S FR   ',33084359,95331269,1956,6,23860,30.5,11.6,2.4,13.4,0,0,7,6,1,0,1988,42,1,30,23860,1,42
'ROCK CREEK RELIEF #1    ','IH 30 N FR        ',33084663,95331267,2001,2,860,8.5,9,3,13.1,9,9.8,7,6,0,0,0,31,1,17,860,0,31
'STOUTS CREEK SLOUGH     ','US 67             ',33104507,95213171,1925,2,500,7.3,13.4,3,6.7,13.4,13.8,7,6,0,0,1952,14,1,66,500,1,14
'STOUTS CREEK SLOUGH     ','US 67             ',33104971,95205597,1925,2,500,7.3,13.4,3,6.7,13.4,13.8,5,7,0,0,1952,14,0,66,500,1,14
'BRUSHY CREEK            ','SH 11             ',33082637,95364737,1932,2,2500,7.3,7.3,1.5,6.7,7.3,8.2,6,7,0,0,0,0,0,86,2500,0,0
'WRENNS CREEK            ','SH 11             ',33120106,95491701,1954,2,2100,7.9,12,3,16.2,0,0,6,6,0,0,0,0,1,64,2100,0,0
'CROOKS CREEK            ','SH 11             ',33104179,95450998,1954,2,1600,13.4,14,3,16.2,0,0,7,6,0,0,2010,0,1,8,1600,1,0
'FISHER CREEK            ','SH 11             ',33102363,95433980,1954,2,1600,14.6,14.6,3,9.8,0,0,7,6,0,0,2010,0,1,8,1600,1,0
'BLACKS CREEK            ','SH 11             ',33095020,95412561,1954,2,1600,7.3,12,3,12.8,0,0,6,6,0,0,2012,0,1,6,1600,1,0
'LAKE COLEMAN DRAIN      ','SH 11             ',33082975,95370892,1974,4,3000,14.6,14.6,2.4,7.9,14.6,19.3,7,7,0,0,0,21,0,44,3000,0,21
'ROCK CREEK              ','SH 11             ',33061352,95352541,1934,3,7870,18.3,18.5,2.7,20.7,18.5,19.2,5,6,0,0,2007,10,1,11,7870,1,10
'KENNEDY CREEK           ','SH 11             ',33055431,95345832,1932,3,7870,18.3,18.4,1.8,8.2,18.4,19.1,7,7,0,0,2007,10,0,11,7870,1,10
'KENNEDY CREEK           ','SH 11             ',33053760,95343256,1954,2,7870,13.4,13,2.4,7.6,13,13.9,5,6,0,0,0,10,1,64,7870,0,10
'ROCK CREEK TRIB         ','SH 11             ',33062802,95364533,2011,5,5000,19.5,20.4,2.1,10.4,0,0,7,7,0,0,0,4,0,7,5000,0,4
'MILLER BRANCH           ','SH 11             ',33014712,95245607,1954,2,3520,13.4,14.1,2.4,7.9,14.1,14.7,7,6,0,0,2009,28,1,9,3520,1,28
'CANEY CREEK             ','SH 11             ',33010673,95225246,1954,2,3390,13.4,14.4,3,16.5,14.4,15.1,5,6,0,0,0,28,1,64,3390,0,28
'BIG SANDY CREEK         ','SH 11             ',32594077,95203448,1954,2,3390,12.2,13.2,2.4,18.9,13.2,13.9,7,6,0,0,0,28,1,64,3390,0,28
'WOOD CREEK              ','SH 19             ',33043377,95394570,1942,2,4430,13.4,13.4,1.8,6.1,0,0,6,7,1,0,1969,15,0,49,4430,1,15
'DRAW                    ','SH 19             ',33023085,95410425,1942,2,4430,13.4,17.1,1.5,7.3,0,0,5,7,1,0,1969,15,0,49,4430,1,15
'GREENVIEW CREEK         ','SH 19             ',33011076,95415071,1942,2,4650,13.4,13.4,3,13.7,13.4,13.8,7,7,1,0,1969,13,0,49,4650,1,13
'DRAW                    ','SH 19             ',33094156,95363162,1966,2,3910,12.2,13.1,2.7,6.7,13.1,15.5,6,6,1,0,0,15,1,52,3910,0,15
'HORSE PEN CREEK RELIEF  ','SH 19             ',33111239,95351964,1964,2,7620,13.4,13,3,13.1,13,13.8,6,6,1,0,0,13,1,54,7620,0,13
'HORSE PEN CREEK RELIEF  ','SH 19             ',33110643,95352103,1964,2,7620,13.4,13,3,22.9,13,13.8,7,6,1,0,0,13,1,54,7620,0,13
'HORSE PEN CREEK         ','SH 19             ',33105626,95352306,1964,2,7620,13.4,13.1,3,32.6,13.1,13.8,6,6,1,0,0,13,1,54,7620,0,13
'WHITE OAK CREEK RELIEF  ','SH 19             ',33103764,95352689,1964,2,7620,13.4,13,3,26.2,13,13.8,7,5,1,0,0,13,1,54,7620,0,13
'WHITE OAK CREEK RELIEF  ','SH 19             ',33100970,95355716,1964,2,4100,13.4,13.4,3,32.6,13.4,14.2,7,6,1,0,0,10,1,54,4100,0,10
'TOWN BRANCH             ','LOOP 301          ',33092511,95343857,1971,2,4040,12.8,14.6,3,10.1,0,0,6,6,0,0,0,28,1,47,4040,0,28
'BASSETT'S CREEK         ','SH 154            ',33012892,95361790,1931,2,3380,13.4,13.4,3,6.4,0,0,6,6,0,0,2015,7,1,3,3380,1,7
'EMBLEM CREEK            ','FM 71             ',33145374,95455811,1950,2,430,6.7,8.2,1.8,7.9,0,0,6,6,0,0,0,17,1,68,430,0,17
'CANEY CREEK BRANCH      ','IH 30 ML & S FR   ',33090777,95260933,1962,6,24470,30.5,11.6,1.8,8.8,0,0,7,6,1,0,0,38,1,56,24470,0,38
'STOUTS CREEK            ','IH 30 N FR        ',33100134,95211797,1963,2,250,6.1,9.8,3,6.7,9.8,10.2,6,6,0,0,0,43,1,55,250,0,43
'STOUTS CREEK            ','IH 30 S FR        ',33095873,95211779,1963,2,200,6.1,9.8,3,6.7,9.8,10.2,6,6,0,0,0,3,1,55,200,0,3
'DRAW                    ','IH 30 N FR        ',33100329,95203049,1963,2,400,6.1,12.8,1.8,7,0,0,6,7,1,0,0,45,0,55,400,0,45
'DRAW                    ','IH 30             ',33100166,95203049,1963,4,23980,23.2,11.6,1.8,7,0,0,7,6,1,0,0,45,1,55,23980,0,45
'ELAINE'S CREEK          ','IH 30             ',33095864,95184173,1963,5,23980,23.2,11.6,2.7,9.1,0,0,6,6,1,0,0,45,1,55,23980,0,45
'DRAW                    ','FM 1567           ',32592664,95364537,1954,2,310,7.9,8.5,3,6.4,0,0,6,7,0,0,0,8,0,64,310,0,8
'PENNYS CREEK            ','FM 1567           ',33001254,95384882,1954,2,500,7.9,9.8,2.1,6.7,0,0,6,7,0,0,0,9,0,64,500,0,9
'ELM CREEK               ','FM 1567           ',33012037,95412266,1955,2,570,7.3,8.2,3,12.8,8.2,8.9,5,6,0,0,0,5,1,63,570,0,5
'BRUSHY CREEK            ','FM 1567           ',32592657,95374565,1996,2,310,7.9,9.1,3,18.9,9.1,9.8,6,6,0,0,0,8,1,22,310,0,8
'FEATHERSTONE CREEK      ','FM 275            ',33114447,95505758,1995,2,1010,8.5,12.1,3,15.2,12.1,12.8,7,6,0,0,0,4,1,23,1010,0,4
'DRAW                    ','FM 1870           ',33071797,95323194,1956,2,4470,13.4,17.7,2.4,7.6,13.4,18.3,6,7,0,0,1999,2,0,19,4470,1,2
'NORTH CANEY CREEK RELIEF','FM 69             ',33121458,95293775,1954,2,1010,7.3,7.3,1.8,10.1,0,0,7,6,0,0,2014,9,1,4,1010,1,9
'MITCHELL CREEK          ','FM 69             ',33191013,95235886,1959,2,360,6.1,7.1,3,6.7,0,0,7,7,0,0,0,9,0,59,360,0,9
'MORRIS CREEK            ','FM 69             ',33053962,95285734,1951,2,940,7.3,7.3,3,9.8,7.3,7.7,7,7,0,0,0,9,0,67,940,0,9
'LYNCH CREEK             ','FM 69             ',33041383,95281102,1951,2,940,7.3,7.3,3,6.4,7.3,7.7,6,7,0,0,0,9,0,67,940,0,9
'DRAW                    ','FM 69             ',32594333,95280768,1957,2,550,7.9,10.4,3,10.1,10.4,10.8,7,6,0,0,0,9,1,61,550,0,9
'COFFEE CREEK            ','FM 69             ',33005489,95280764,1994,2,480,6.1,9,2.7,18.3,9,9.8,6,7,0,0,0,9,0,24,480,0,9
'OLD SOUTH SULPHUR RIVER ','FM 71             ',33151183,95474839,1963,2,300,7.3,12.2,3,6.4,12.2,12.6,6,6,0,0,0,22,1,55,300,0,22
'VADEN CREEK RELIEF      ','FM 1536           ',33192488,95350269,1995,2,540,7.3,9,3,6.4,9,9.8,7,7,0,0,0,9,0,23,540,0,9
'MIDGET CREEK            ','FM 1537           ',33113755,95332226,1951,2,660,7.6,11,3,6.7,11,11.4,6,6,0,0,1961,9,1,57,660,1,9
'BIRCH CREEK             ','FM 2297           ',33063422,95364783,1962,2,4470,7.3,7.3,2.1,6.7,0,0,7,7,0,0,0,9,0,56,4470,0,9
'WEBB CREEK              ','FM 2653           ',33073688,95435624,1961,2,1190,7.9,10.6,2.7,8.8,10.6,11.4,7,7,0,0,0,9,0,57,1190,0,9
'SCHOOLEY CREEK          ','FM 2653           ',33021967,95465692,1964,2,220,7.3,7.3,3,7.3,0,0,6,7,0,0,0,8,0,54,220,0,8
'STOUTS CREEK            ','FM 3105           ',33050579,95213402,1969,2,420,6.1,12.2,2.4,7.9,12.2,12.6,6,6,0,0,0,3,1,49,420,0,3
'DRAW                    ','FM 3134           ',33135571,95480177,1971,2,180,7.3,7.3,2.7,8.8,0,0,7,7,0,0,0,9,0,47,180,0,9
'DRAW                    ','FM 3389           ',33064052,95422970,1985,2,320,6.1,10.4,2.1,7,10.4,10.8,6,7,0,0,0,8,0,33,320,0,8
'DRAW                    ','FM 3236           ',33133272,95331811,1976,2,610,7.3,10.4,2.1,7,10.4,10.8,7,7,0,0,0,9,0,42,610,0,9
'DRAW                    ','FM 3236           ',33134280,95330788,1976,2,610,7.3,11.3,2.1,7,11.3,11.7,7,7,0,0,0,9,0,42,610,0,9
'Stouts Creek            ','CR 3372           ',33065495,95214686,1993,2,120,4.3,7.2,3,22.9,7.2,7.9,6,7,0,0,0,0,0,25,120,0,0
'Tributary of Caney Creek','CR 2420           ',33003561,95242314,1999,2,20,4.3,7.1,3,13.4,7.1,7.8,6,7,0,0,0,0,0,19,20,0,0
'Running Creek           ','CR 2436           ',32594101,95310829,2001,2,30,4.3,7.6,3,10.1,7.6,8.4,6,7,0,0,0,0,0,17,30,0,0
'Glade Creek             ','CR 1442           ',32585785,95340434,2001,2,80,4.9,7.2,3,10.1,7.2,7.9,7,6,0,0,0,0,1,17,80,0,0
'CANEY CREEK TRIBUTARY   ','CR 4766           ',33145128,95362777,1990,1,50,3.7,8.5,3.4,7.6,8.5,9.1,6,6,0,0,0,0,1,28,50,0,0
'SULPHUR RIVER TRIBUTARY ','CR 4732           ',33103641,95502085,2015,1,40,3.7,9.1,2.1,7,9.1,9.2,6,7,0,0,0,0,0,3,40,0,0
'SULPHUR RIVER TRIBUTARY ','CR 4738           ',33131095,95472494,2003,1,10,3.7,4.6,3,6.7,0,0,6,6,0,0,0,0,1,15,10,0,0
'Cedar Creek             ','CR 4120           ',33051622,95494793,1999,1,160,4.3,9.5,3,7.3,0,0,6,6,0,0,0,0,1,19,160,0,0
'Trib. of Kennedy Creek  ','Holiday Dr.       ',33062346,95360099,2001,2,30,5.8,7.2,3,7.6,7.2,7.9,7,6,0,0,0,0,1,17,30,0,0
'Birch Creek Relief      ','CR 1104           ',33044098,95383264,2015,2,80,6.1,6.3,1.2,17.1,6.3,6.7,7,7,0,0,0,0,0,3,80,0,0
'Birch Creek             ','CR 1174           ',33035191,95383095,2015,2,30,4.3,7.3,2.4,21,7.3,7.7,6,7,0,0,0,0,0,3,30,0,0
'Town Branch             ','Jackson Street    ',33082634,95354702,1935,2,8130,8.5,8.7,4.3,9.1,8.7,9.1,5,5,0,0,1960,0,1,58,8130,1,0
'BYRD BRANCH             ','FM 499            ',33080914,96025908,1985,2,250,8.5,11.6,2.4,10.4,0,0,7,7,0,0,0,5,0,33,250,0,5
'MOORE CRK               ','SH 50 & 24        ',33082887,95583590,1961,4,9010,25,25,3,6.7,0,0,7,6,1,0,1990,12,1,28,9010,1,12
'TIMBER CREEK            ','SH 50 & SH 24     ',33084530,95575156,1995,4,9010,26.2,26.2,3,19.2,0,0,6,7,1,0,0,12,0,23,9010,0,12
'W CANEY CREEK           ','IH30              ',33075541,95570269,1950,4,26960,22.9,11.6,1.5,7.3,0,0,7,7,1,0,0,38,0,68,26960,0,38
'CANEY CREEK             ','IH30              ',33075436,95555738,1950,4,26470,23.2,11.8,3,7.9,0,0,7,7,1,0,0,38,0,68,26470,0,38
'LONG BRANCH             ','IH 30             ',33072352,96052045,1955,8,32610,36.6,50,3,23.2,0,0,6,6,1,0,1974,38,1,44,32610,1,38
'DRAW                    ','IH 30             ',32585169,96172498,1957,7,42740,30.8,30.8,3,16.2,0,0,6,5,1,0,0,11,1,61,42740,0,11
'DRAW                    ','IH 30 ML & SFR    ',32585152,96170871,1957,6,42740,30.8,30.8,2.4,9.1,0,0,6,6,1,0,0,11,1,61,42740,0,11
'DRAW                    ','IH 30             ',32591813,96152674,1957,6,42740,31.1,31.1,3,9.4,0,0,5,5,1,0,0,11,1,61,42740,0,11
'DRAW                    ','IH 30 & South FR  ',32592966,96150807,1957,6,42740,31.1,12.2,3,6.7,0,0,6,6,1,0,0,11,1,61,42740,0,11
'BRUSHY CREEK RELIEF     ','IH 30 & South FR  ',32594564,96144119,1957,6,42740,31.4,31.4,3,7,0,0,7,6,1,0,0,11,1,61,42740,0,11
'NO NAME CREEK           ','IH 30 & South FR  ',33002956,96132531,1957,6,42740,32,13.4,2.4,9.1,0,0,7,6,1,0,0,11,1,61,42740,0,11
'DRAW                    ','IH 30 & South FR  ',33014169,96113671,1957,6,41840,31.7,13.4,3,7,0,0,6,6,1,0,0,13,1,61,41840,0,13
'EAST ELM CREEK          ','IH 30 & South FR  ',33024974,96103479,1957,6,41650,31.1,12.2,3,7,0,0,5,6,1,0,0,13,1,61,41650,0,13
'TURTLE CREEK            ','IH 30             ',33063715,96060659,1957,9,28940,26.2,11.6,3,9.4,0,0,7,7,1,0,0,11,0,61,28940,0,11
'DRAW                    ','IH 30 - N FRTG RD ',32585294,96172505,1960,2,640,7.3,9.4,3,16.5,9.4,10.1,7,7,0,0,0,14,0,58,640,0,14
'DRAW                    ','IH30 N FRTG RD    ',32585286,96170885,1960,2,640,7.3,9.4,2.4,9.1,9.4,10.7,5,6,0,0,0,14,1,58,640,0,14
'DRAW                    ','IH30 N FRTG RD    ',32591922,96152758,1960,2,640,7.3,8.5,2.4,7.6,0,0,6,7,0,0,0,14,0,58,640,0,14
'BRUSHY CRK REL          ','IH 30 - N FRTG RD ',32594673,96144210,1960,2,640,7.3,10.7,3,7,10.7,11.2,7,7,0,0,0,14,0,58,640,0,14
'DRAW                    ','IH 30 N FRTG RD   ',33003068,96132619,1960,2,640,7.3,9.4,1.8,7,9.4,10,7,6,0,0,0,14,1,58,640,0,14
'DRAW                    ','IH30- N FRTG RD   ',33014256,96113782,1960,2,480,7.3,7.3,3,7,7.3,12.1,7,6,0,0,0,13,1,58,480,0,13
'EAST ELM CREEK          ','IH30 N FRTG RD    ',33025048,96103606,1960,2,550,7.3,11.3,3,7,11.3,11.8,7,6,0,0,0,13,1,58,550,0,13
'LYNN CRK                ','IH 30 N FRTG      ',33074835,95595662,1965,2,150,8.8,8.9,3,10.1,8.9,10.4,6,7,0,0,0,35,0,53,150,0,35
'LYNN CRK                ','IH 30 S FRTG      ',33074575,95595673,1965,2,970,8.2,9.4,3,10.1,9.4,10.4,6,7,0,0,0,35,0,53,970,0,35
'WEST CANEY CREEK        ','IH 30 N FRTG      ',33075672,95570275,1967,2,170,9.1,9.1,1.5,7.3,9.1,9.9,7,7,0,0,0,33,0,51,170,0,33
'W CANEY CRK             ','IH30 SFR          ',33075411,95570263,1967,2,390,8.5,8.5,1.8,7,8.5,10.5,7,7,0,0,0,0,0,51,390,0,0
'CANEY CRK               ','IH 30 S FRTG      ',33075311,95555735,1967,2,330,7.3,8.5,3,7.6,8.5,10,6,7,0,0,0,31,0,51,330,0,31
'CANEY CRK               ','IH 30 N FRTG      ',33075569,95555735,1967,2,430,9.8,14.1,3,7.6,14.1,14.8,7,7,0,0,2000,31,0,18,430,1,31
'LONG BRANCH             ','STONEWALL STREET  ',33071637,96062705,1955,3,16890,12.5,12.5,3,16.5,12.5,16.9,5,6,0,0,0,11,1,63,16890,0,11
'TURTLE CREEK            ','US69              ',33064821,96053965,1969,5,7250,27.4,27.4,3,6.7,27.4,30.5,6,6,1,0,0,11,1,49,7250,0,11
'DRAW                    ','SH50              ',33175432,95541836,1966,2,1280,10.4,10.4,2.4,7.6,0,0,6,7,0,0,0,9,0,52,1280,0,9
'CREEK                   ','Spur 178          ',33141510,95550543,1975,2,8160,14.6,14.6,2.7,7,0,0,5,7,0,0,0,19,0,43,8160,0,19
'TURNER CREEK            ','US 380            ',33081790,96124280,2012,4,9090,11.6,11.6,3,10.1,11.6,64,7,7,1,0,0,9,0,6,9090,0,9
'MIDDLE CADDO TRIB       ','US 380            ',33084710,96145280,2012,4,9300,11.9,11.9,2.1,10.7,11.9,137.2,7,8,1,0,0,9,0,6,9300,0,9
'LONG BRANCH             ','SPUR 302          ',33082472,96080636,1934,3,5010,16.8,16.8,1.8,8.2,16.8,19.2,6,6,1,0,1960,17,1,58,5010,1,17
'EAST BLOCK CREEK        ','US 380 & SPUR 137 ',33081215,96091105,2012,6,8770,11.9,11.9,3,8.5,11.9,182,6,7,1,0,0,9,0,6,8770,0,9
'WOLF CREEK              ','SH 224            ',33101996,96040810,1957,2,4490,14.6,14.6,3,10.1,0,0,8,7,0,0,1976,18,0,42,4490,1,18
'LITTLE WOLF CRK.        ','SH 224            ',33104624,96030065,1957,2,4490,14.6,14.6,3,10.1,0,0,5,7,0,0,1976,18,0,42,4490,1,18
'RAYS CRK REL.           ','SH 224            ',33124497,95590903,1975,2,4230,14.6,14.6,3,6.7,0,0,6,5,0,0,0,18,1,43,4230,0,18
'SCATTER BRANCH          ','SH 224            ',33140975,95564226,1975,2,4230,14.6,14.6,3,11.6,0,0,6,6,0,0,0,18,1,43,4230,0,18
'DRAW                    ','SH 224            ',33134131,95573022,1975,3,4230,19.8,11.3,3,6.7,0,0,7,5,0,0,0,18,1,43,4230,0,18
